"postcode","buurt_naam","buurt_vollcode"
"1075EW",Valeriusbuurt West,K46b
"1075EX",Valeriusbuurt West,K46b
"1075EZ",Valeriusbuurt West,K46b
"1075GA",Valeriusbuurt West,K46b
"1075GB",Valeriusbuurt West,K46b
"1075GC",Valeriusbuurt Oost,K46a
"1075GD",Valeriusbuurt Oost,K46a
"1075GE",Valeriusbuurt Oost,K46a
"1075GG",Valeriusbuurt Oost,K46a
"1075GH",Valeriusbuurt Oost,K46a
"1075GJ",Valeriusbuurt West,K46b
"1075GK",Valeriusbuurt West,K46b
"1075GL",Valeriusbuurt West,K46b
"1075GM",Valeriusbuurt West,K46b
"1075GN",Valeriusbuurt West,K46b
"1075GP",Valeriusbuurt West,K46b
"1075GR",Valeriusbuurt Oost,K46a
"1075GS",Valeriusbuurt Oost,K46a
"1075GT",Valeriusbuurt Oost,K46a
"1075GV",Valeriusbuurt Oost,K46a
"1075GW",Valeriusbuurt Oost,K46a
"1075GX",Valeriusbuurt Oost,K46a
"1075GZ",Valeriusbuurt Oost,K46a
"1075HA",Valeriusbuurt Oost,K46a
"1075HB",Valeriusbuurt Oost,K46a
"1075HC",Valeriusbuurt Oost,K46a
"1075HD",Valeriusbuurt Oost,K46a
"1075HE",Valeriusbuurt Oost,K46a
"1075HG",Valeriusbuurt Oost,K46a
"1075HH",Valeriusbuurt Oost,K46a
"1075HJ",Valeriusbuurt Oost,K46a
"1075HK",Valeriusbuurt Oost,K46a
"1075HL",Valeriusbuurt Oost,K46a
"1075HM",Valeriusbuurt Oost,K46a
"1075HN",Valeriusbuurt Oost,K46a
"1075HP",Valeriusbuurt Oost,K46a
"1075HR",Valeriusbuurt Oost,K46a
"1075HS",Valeriusbuurt Oost,K46a
"1075HT",Valeriusbuurt Oost,K46a
"1075HV",Valeriusbuurt Oost,K46a
"1075HW",Valeriusbuurt Oost,K46a
"1075KA",Schinkelbuurt Zuid,K45b
"1075KH",Schinkelbuurt Zuid,K45b
"1075KJ",Valeriusbuurt West,K46b
"1075KK",Valeriusbuurt West,K46b
